name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Marinomonas profundi	2726122	S	39	0	39	0.00000
Marinomonas foliarum	491950	S	33	9	42	0.00000
Marinomonas arctica	383750	S	24	3	27	0.00000
Marinomonas algicola	2773454	S	19	1	20	0.00000
Thalassolituus oleivorans	187493	S	217	11	228	0.00003
Thalassolituus sp. C2-1	2597518	S	45	0	45	0.00000
Thalassolituus hydrocarboniclasticus	2742796	S	13	0	13	0.00000
Neptunomonas concharum	1031538	S	99	2	101	0.00001
Neptunomonas phycophila	1572645	S	44	1	45	0.00000
Neptunomonas japonica	417574	S	42	0	42	0.00000
Amphritea atlantica	355243	S	80	0	80	0.00001
Amphritea japonica	452627	S	48	0	48	0.00001
Aliamphritea ceti	1524258	S	67	0	67	0.00001
Aliamphritea hakodatensis	2895352	S	48	0	48	0.00001
Bacterioplanes sanyensis	1249553	S	98	0	98	0.00001
Venatoribacter cucullus	2661630	S	95	0	95	0.00001
Bermanella marisrubri	207949	S	59	0	59	0.00001
Neptuniibacter halophilus	651666	S	58	0	58	0.00001
Bacterioplanoides sp. SCSIO 12839	2829569	S	58	0	58	0.00001
Nitrincola iocasae	2614693	S	44	2	46	0.00001
Alcanivorax sp.	1872427	S	337	0	337	0.00004
Alloalcanivorax dieselolei	285091	S	189	36	225	0.00002
Alloalcanivorax xenomutans	1094342	S	122	29	151	0.00002
Isoalcanivorax pacificus	1306787	S	140	9	149	0.00002
Ketobacter alkanivorans	1917421	S	30	2	32	0.00000
Endozoicomonas sp. GU-1	3009078	S	123	0	123	0.00001
Endozoicomonas sp. 4G	2872754	S	76	0	76	0.00001
Endozoicomonas sp. SCSIO W0465	2918516	S	72	0	72	0.00001
Endozoicomonas euniceicola	1234143	S	182	0	182	0.00002
Endozoicomonas montiporae	1027273	S	133	1	134	0.00001
Saccharospirillum mangrovi	2161747	S	229	2	231	0.00003
Gynuella sunshinyii	1445505	S	118	0	118	0.00001
Reinekea forsetii	1336806	S	87	0	87	0.00001
Salinispirillum sp. LH 10-3-1	2952525	S	77	0	77	0.00001
Hahella sp. KA22	1628392	S	92	14	106	0.00001
Hahella sp. HNIBRBA332	3015983	S	58	0	58	0.00001
Hahella chejuensis	158327	S	65	9	74	0.00001
Oleiphilus messinensis	141451	S	102	3	105	0.00001
Spartinivicinus ruber	2683272	S	74	0	74	0.00001
Litorivicinus lipolyticus	418701	S	69	0	69	0.00001
Shewanella sp. FJAT-52076	2864202	S	44	0	44	0.00000
Shewanella sp. MTB7	2746932	S	40	0	40	0.00000
Shewanella sp. SNU WT4	2590015	S	37	6	43	0.00000
Shewanella sp. OMA3-2	2908650	S	33	0	33	0.00000
Shewanella sp. Arc9-LZ	2698686	S	32	32	64	0.00001
Shewanella sp. Scap07	2589987	S	31	2	33	0.00000
Shewanella sp. FJAT-51649	2864210	S	30	0	30	0.00000
Shewanella sp. NFH-SH190041	2950245	S	28	0	28	0.00000
Shewanella sp. KX20019	2803864	S	24	3	27	0.00000
Shewanella sp. MR-4	60480	S	15	64	79	0.00001
Shewanella sp. WE21	2029986	S	14	17	31	0.00000
Shewanella algae	38313	S	286	286	572	0.00006
Shewanella xiamenensis	332186	S	172	1409	1581	0.00017
Shewanella yunxiaonensis	2829809	S	143	0	143	0.00002
Shewanella psychrotolerans	2864206	S	137	0	137	0.00002
Shewanella glacialimarina	2590884	S	81	0	81	0.00001
Shewanella piezotolerans	404011	S	81	13	94	0.00001
Shewanella denitrificans	192073	S	80	10	90	0.00001
Shewanella khirikhana	1965282	S	77	11	88	0.00001
Shewanella dokdonensis	712036	S	74	0	74	0.00001
Shewanella baltica	62322	S	73	122	195	0.00002
Shewanella sediminis	271097	S	63	8	71	0.00001
Shewanella marisflavi	260364	S	59	10	69	0.00001
Shewanella cyperi	2814292	S	58	47	105	0.00001
Shewanella avicenniae	2814294	S	56	3	59	0.00001
Shewanella halifaxensis	271098	S	52	9	61	0.00001
Shewanella mangrovisoli	2864211	S	48	0	48	0.00001
Shewanella oncorhynchi	2726434	S	47	0	47	0.00001
Shewanella oneidensis	70863	S	47	29	76	0.00001
Shewanella carassii	1987584	S	46	0	46	0.00001
Shewanella litorisediminis	1173586	S	46	14	60	0.00001
Shewanella chilikensis	558541	S	44	162	206	0.00002
Shewanella benthica	43661	S	43	13	56	0.00001
Shewanella seohaensis	755175	S	42	0	42	0.00000
Shewanella amazonensis	60478	S	41	12	53	0.00001
Shewanella violacea	60217	S	41	8	49	0.00001
Shewanella woodyi	60961	S	33	3	36	0.00000
Shewanella sedimentimangrovi	2814293	S	33	11	44	0.00000
Shewanella aestuarii	1028752	S	31	7	38	0.00000
Shewanella maritima	2520507	S	28	1	29	0.00000
Shewanella putrefaciens	24	S	24	222	246	0.00003
Shewanella psychropiezotolerans	2593655	S	21	7	28	0.00000
Shewanella psychromarinicola	2487742	S	20	3	23	0.00000
Shewanella livingstonensis	150120	S	18	8	26	0.00000
Shewanella vesiculosa	518738	S	15	0	15	0.00000
Shewanella inventionis	1738770	S	15	0	15	0.00000
Shewanella loihica	359303	S	15	2	17	0.00000
Shewanella frigidimarina	56812	S	15	18	33	0.00000
Shewanella rhizosphaerae	2864207	S	13	0	13	0.00000
Shewanella pealeana	70864	S	12	2	14	0.00000
Shewanella donghaensis	238836	S	10	1	11	0.00000
Shewanella psychrophila	225848	S	10	2	12	0.00000
Shewanella acanthi	2864212	S	10	0	10	0.00000
Shewanella halotolerans	2864204	S	10	0	10	0.00000
Parashewanella spongiae	342950	S	87	2	89	0.00001
Parashewanella tropica	2547970	S	24	1	25	0.00000
Alteromonas sp. RKMC-009	2267264	S	93	8	101	0.00001
Alteromonas sp. LMIT006	2961948	S	42	0	42	0.00000
Alteromonas sp. BL110	1714845	S	38	6	44	0.00000
Alteromonas sp. RW2A1	1917158	S	10	231	241	0.00003
Alteromonas sp. 009811495	3002962	S	10	0	10	0.00000
Alteromonas macleodii	28108	S	195	77	272	0.00003
Alteromonas pelagimontana	1858656	S	46	3	49	0.00001
Alteromonas mediterranea	314275	S	36	9	45	0.00000
Alteromonas stellipolaris	233316	S	14	137	151	0.00002
Alteromonas naphthalenivorans	715451	S	13	9	22	0.00000
Salinimonas lutimaris	914153	S	68	11	79	0.00001
Salinimonas sediminis	2303538	S	63	19	82	0.00001
Salinimonas marina	2785918	S	58	5	63	0.00001
Salinimonas iocasae	2572577	S	43	21	64	0.00001
Paraglaciecola sp. L1A13	2686359	S	116	20	136	0.00001
Paraglaciecola sp. T6c	3042615	S	63	0	63	0.00001
Paraglaciecola sp. L3A3	2686358	S	26	1	27	0.00000
Paraglaciecola mesophila	197222	S	46	15	61	0.00001
Paraglaciecola psychrophila	326544	S	22	1	23	0.00000
Agarivorans gilvus	680279	S	152	5	157	0.00002
Agarivorans sp. TSD2052	2937286	S	25	0	25	0.00000
Agarivorans albus	182262	S	23	0	23	0.00000
Alkalimarinus coralli	2935863	S	87	0	87	0.00001
Alkalimarinus sp. A2M4	2961619	S	58	0	58	0.00001
Alkalimarinus sediminis	1632866	S	14	0	14	0.00000
Lacimicrobium alkaliphilum	1526571	S	109	2	111	0.00001
Paraneptunicella aestuarii	2831148	S	107	0	107	0.00001
Saliniradius amylolyticus	2183582	S	94	3	97	0.00001
Glaciecola nitratireducens	300231	S	85	2	87	0.00001
Hydrocarboniclastica marina	2259620	S	60	2	62	0.00001
Catenovulum sediminis	1740262	S	24	0	24	0.00000
Catenovulum sp. TS8	2984846	S	16	0	16	0.00000
Aliiglaciecola sp. LCG003	3053655	S	38	0	38	0.00000
Saccharobesus litoralis	2172099	S	22	0	22	0.00000
Pseudoalteromonas sp. 3J6	649161	S	46	136	182	0.00002
Pseudoalteromonas sp. R3	1709477	S	38	5	43	0.00000
Pseudoalteromonas sp. MM1	3036714	S	36	0	36	0.00000
Pseudoalteromonas sp. KG3	2951137	S	34	0	34	0.00000
Pseudoalteromonas sp. SCSIO 43201	2822842	S	27	0	27	0.00000
Pseudoalteromonas sp. SCSIO 43095	2894202	S	25	0	25	0.00000
Pseudoalteromonas sp. A25	116092	S	21	1	22	0.00000
Pseudoalteromonas sp. GCY	2003316	S	20	13	33	0.00000
Pseudoalteromonas sp. SiA1	2839744	S	12	0	12	0.00000
Pseudoalteromonas luteoviolacea	43657	S	83	5	88	0.00001
Pseudoalteromonas spongiae	298657	S	78	9	87	0.00001
Pseudoalteromonas rubra	43658	S	69	6	75	0.00001
Pseudoalteromonas xiamenensis	882626	S	58	2	60	0.00001
Pseudoalteromonas viridis	339617	S	36	6	42	0.00000
Pseudoalteromonas piratica	1348114	S	34	4	38	0.00000
Pseudoalteromonas ulvae	107327	S	33	1	34	0.00000
Pseudoalteromonas phenolica	161398	S	30	2	32	0.00000
Pseudoalteromonas rhizosphaerae	2518973	S	27	0	27	0.00000
Pseudoalteromonas aliena	247523	S	27	7	34	0.00000
Pseudoalteromonas carrageenovora	227	S	26	8	34	0.00000
Pseudoalteromonas distincta	77608	S	18	91	109	0.00001
Pseudoalteromonas tunicata	314281	S	17	1	18	0.00000
Pseudoalteromonas donghaensis	621376	S	17	205	222	0.00002
Pseudoalteromonas piscicida	43662	S	16	6	22	0.00000
Pseudoalteromonas translucida	166935	S	14	40	54	0.00001
Pseudoalteromonas ostreae	2774154	S	14	0	14	0.00000
Pseudoalteromonas agarivorans	176102	S	13	46	59	0.00001
Pseudoalteromonas nigrifaciens	28109	S	10	55	65	0.00001
Psychrosphaera ytuae	2820710	S	40	3	43	0.00000
Psychrosphaera aestuarii	1266052	S	37	2	39	0.00000
Flocculibacter collagenilyticus	2744479	S	66	3	69	0.00001
Colwellia sp. Arc7-D	2161872	S	60	7	67	0.00001
Colwellia sp. Arc7-635	2497879	S	46	4	50	0.00001
Colwellia sp. PAMC 20917	1816218	S	44	1	45	0.00000
Colwellia sp. MT41	58049	S	36	3	39	0.00000
Colwellia sp. 20A7	2689569	S	34	1	35	0.00000
Colwellia sp. M166	2583805	S	27	0	27	0.00000
Colwellia sp. PAMC 21821	1816219	S	24	3	27	0.00000
Colwellia psychrerythraea	28229	S	137	6	143	0.00002
Thalassotalea sp. PS06	2594005	S	44	2	46	0.00001
Thalassotalea sp. LPB0316	2769490	S	33	3	36	0.00000
Thalassotalea sp. PTE2	3030492	S	33	0	33	0.00000
Thalassotalea sp. HSM 43	2552945	S	25	1	26	0.00000
Thalassotalea agarivorans	349064	S	77	0	77	0.00001
Thalassotalea atypica	2054316	S	76	0	76	0.00001
Thalassotalea crassostreae	1763536	S	52	4	56	0.00001
Thalassotalea piscium	1230533	S	31	0	31	0.00000
Thalassotalea sediminis	1759089	S	28	0	28	0.00000
Thalassomonas actiniarum	485447	S	101	0	101	0.00001
Thalassomonas viridans	137584	S	94	0	94	0.00001
Thalassomonas haliotis	485448	S	17	0	17	0.00000
Litorilituus sediminis	718192	S	37	2	39	0.00000
Cognaticolwellia beringensis	1967665	S	11	0	11	0.00000
Ferrimonas sp. SCSIO 43195	2822844	S	210	0	210	0.00002
Ferrimonas sp. YFM	3028878	S	152	0	152	0.00002
Ferrimonas balearica	44012	S	135	23	158	0.00002
Ferrimonas lipolytica	2724191	S	48	6	54	0.00001
Idiomarina sp.	1874361	S	67	0	67	0.00001
Idiomarina sp. X4	2055892	S	19	18	37	0.00000
Idiomarina sp. OT37-5b	2100422	S	16	2	18	0.00000
Idiomarina loihiensis	135577	S	77	0	77	0.00001
Idiomarina abyssalis	86102	S	22	0	22	0.00000
Moritella sp. 24	2746230	S	40	0	40	0.00000
Moritella sp. 5	2746231	S	16	0	16	0.00000
Moritella marina	90736	S	42	7	49	0.00001
Moritella yayanosii	69539	S	15	3	18	0.00000
Psychromonas ingrahamii	357794	S	79	2	81	0.00001
Psychromonas sp. CNPT3	314282	S	19	1	20	0.00000
Thioalkalivibrio paradoxus	108010	S	468	53	521	0.00006
Thioalkalivibrio versutus	106634	S	340	16	356	0.00004
Thioalkalivibrio sulfidiphilus	1033854	S	268	70	338	0.00004
Thioalkalivibrio sp. K90mix	396595	S	207	12	219	0.00002
Thioalkalivibrio nitratireducens	186931	S	153	15	168	0.00002
Spiribacter sp. E85	2182432	S	317	0	317	0.00003
Spiribacter sp. 2438	2666185	S	106	4	110	0.00001
Spiribacter curvatus	1335757	S	165	5	170	0.00002
Spiribacter salinus	1335746	S	137	3	140	0.00002
Acidihalobacter aeolianus	2792603	S	220	15	235	0.00003
Acidihalobacter ferrooxydans	1765967	S	179	6	185	0.00002
Acidihalobacter yilgarnensis	2819280	S	75	2	77	0.00001
Ectothiorhodospira haloalkaliphila	421628	S	261	58	319	0.00004
Ectothiorhodospira sp. BSL-9	1442136	S	76	18	94	0.00001
Halorhodospira halophila	1053	S	257	10	267	0.00003
Halorhodospira halochloris	1052	S	54	0	54	0.00001
Alkalilimnicola ehrlichii	351052	S	225	19	244	0.00003
Aquisalimonas sp. 2447	2740807	S	88	4	92	0.00001
Ectothiorhodosinus mongolicus	233100	S	45	0	45	0.00000
Thioflavicoccus mobilis	80679	S	601	23	624	0.00007
Allochromatium vinosum	1049	S	237	29	266	0.00003
Allochromatium tepidum	553982	S	90	0	90	0.00001
Thiocapsa bogorovii	521689	S	258	0	258	0.00003
Thiocapsa sp.	2024551	S	138	0	138	0.00002
Candidatus Thiodictyon syntrophicum	1166950	S	427	12	439	0.00005
Nitrosococcus oceani	1229	S	116	33	149	0.00002
Nitrosococcus wardiae	1814290	S	67	5	72	0.00001
Nitrosococcus halophilus	133539	S	62	5	67	0.00001
Nitrosococcus watsonii	473531	S	44	13	57	0.00001
Rheinheimera sp. D18	2545632	S	146	24	170	0.00002
Rheinheimera sp. MM224	3019969	S	61	0	61	0.00001
Rheinheimera sp. F8	1763998	S	37	0	37	0.00000
Rheinheimera mangrovi	2498451	S	67	0	67	0.00001
Marichromatium purpuratum	37487	S	321	30	351	0.00004
Thiocystis violascens	73141	S	202	8	210	0.00002
Thermochromatium tepidum	1050	S	179	13	192	0.00002
Caldichromatium japonicum	2699430	S	79	2	81	0.00001
Candidatus Nitrosoglobus terrae	1630141	S	50	2	52	0.00001
Candidatus Nitrosacidococcus tergens	553981	S	23	0	23	0.00000
Thiohalobacter sp. IOR34	3057176	S	129	0	129	0.00001
Thiohalobacter sp. COW1	2795687	S	82	206	288	0.00003
Thiohalobacter thiocyanaticus	585455	S	71	218	289	0.00003
Candidatus Endoriftia persephone	393765	S	322	0	322	0.00004
Thiolapillus brandeum	1076588	S	196	0	196	0.00002
Halothiobacillus sp. LS2	1860122	S	251	8	259	0.00003
Halothiobacillus neapolitanus	927	S	207	8	215	0.00002
Sulfurivermis fontis	1972068	S	296	40	336	0.00004
Wenzhouxiangella marina	1579979	S	147	2	149	0.00002
Wenzhouxiangella sp. AB-CW3	2771012	S	123	1	124	0.00001
Guyparkeria halophila	47960	S	190	15	205	0.00002
Sulfuriflexus mobilis	1811807	S	106	0	106	0.00001
Granulosicoccus antarcticus	437505	S	41	0	41	0.00000
Woeseia oceani	1548547	S	76	0	76	0.00001
Vibrio parahaemolyticus	670	S	317	100	417	0.00005
Vibrio alginolyticus	663	S	166	721	887	0.00010
Vibrio rotiferianus	190895	S	149	33	182	0.00002
Vibrio campbellii	680	S	113	20	133	0.00001
Vibrio natriegens	691	S	94	212	306	0.00003
Vibrio harveyi	669	S	74	34	108	0.00001
Vibrio owensii	696485	S	33	11	44	0.00000
Vibrio azureus	512649	S	19	1	20	0.00000
Vibrio diabolicus	50719	S	10	6	16	0.00000
Vibrio sp. JC009	2912314	S	135	0	135	0.00001
Vibrio sp. gvc	2993714	S	129	0	129	0.00001
Vibrio sp. SCSIO 43137	3021011	S	125	0	125	0.00001
Vibrio sp. SS-MA-C1-2	2908646	S	80	0	80	0.00001
Vibrio sp. B1FLJ16	2751178	S	64	0	64	0.00001
Vibrio sp. STUT-A11	2976236	S	49	0	49	0.00001
Vibrio sp. SCSIO 43140	2819100	S	48	0	48	0.00001
Vibrio sp. ED004	2785124	S	28	0	28	0.00000
Vibrio sp. SCSIO 43133	2802577	S	26	0	26	0.00000
Vibrio sp. B1FIG11	2751177	S	23	0	23	0.00000
Vibrio sp. Scap24	2589990	S	22	32	54	0.00001
Vibrio sp. VB16	2785746	S	22	0	22	0.00000
Vibrio sp. SCSIO 43135	2819096	S	22	0	22	0.00000
Vibrio sp. SCSIO 43136	2819101	S	20	0	20	0.00000
Vibrio sp. DW001	2912315	S	17	0	17	0.00000
Vibrio sp. YMD68	3042300	S	16	0	16	0.00000
Vibrio sp. THAF190c	2587865	S	14	2	16	0.00000
Vibrio sp. SCSIO 43132	2779363	S	13	0	13	0.00000
Vibrio sp. J383	2942997	S	13	0	13	0.00000
Vibrio sp. SNU_ST1	3064001	S	10	0	10	0.00000
Vibrio vulnificus	672	S	220	39	259	0.00003
Vibrio mimicus	674	S	209	69	278	0.00003
Vibrio cholerae	666	S	172	156	328	0.00004
Vibrio furnissii	29494	S	150	41	191	0.00002
Vibrio kanaloae	170673	S	135	35	170	0.00002
Vibrio pelagius	28169	S	128	0	128	0.00001
Vibrio mangrovi	474394	S	128	0	128	0.00001
Vibrio sinaloensis	379097	S	69	0	69	0.00001
Vibrio tubiashii	29498	S	40	6	46	0.00001
Vibrio metoecus	1481663	S	119	83	202	0.00002
Vibrio chagasii	170679	S	119	21	140	0.00002
Vibrio aestuarianus	28171	S	115	0	115	0.00001
Vibrio ishigakensis	1481914	S	111	0	111	0.00001
Vibrio neonatus	278860	S	98	0	98	0.00001
Vibrio coralliirubri	1516159	S	90	0	90	0.00001
Vibrio breoganii	553239	S	86	5	91	0.00001
Vibrio cyclitrophicus	47951	S	68	23	91	0.00001
Vibrio rumoiensis	76258	S	68	27	95	0.00001
Vibrio penaeicida	104609	S	65	0	65	0.00001
Vibrio maritimus	990268	S	62	0	62	0.00001
Vibrio splendidus	29497	S	62	28	90	0.00001
Vibrio qinghaiensis	2025808	S	61	92	153	0.00002
Vibrio cortegadensis	1328770	S	58	0	58	0.00001
Vibrio gangliei	2077090	S	57	0	57	0.00001
Vibrio alfacsensis	1074311	S	56	8	64	0.00001
Vibrio tapetis	52443	S	55	2	57	0.00001
Vibrio astriarenae	1481923	S	55	3	58	0.00001
Vibrio ruber	184755	S	54	0	54	0.00001
Vibrio zhugei	2479546	S	54	6	60	0.00001
Vibrio quintilis	1117707	S	51	0	51	0.00001
Vibrio fluvialis	676	S	50	9	59	0.00001
Vibrio pomeroyi	198832	S	49	0	49	0.00001
Vibrio nigripulchritudo	28173	S	48	1	49	0.00001
Vibrio neptunius	170651	S	47	0	47	0.00001
Vibrio anguillarum	55601	S	46	22	68	0.00001
Vibrio navarrensis	29495	S	45	20	65	0.00001
Vibrio plantisponsor	664643	S	43	0	43	0.00000
Vibrio aerogenes	92172	S	43	0	43	0.00000
Vibrio gallicus	190897	S	41	0	41	0.00000
Vibrio rhizosphaerae	398736	S	41	0	41	0.00000
Vibrio tritonius	1435069	S	40	2	42	0.00000
Vibrio ponticus	265668	S	38	3	41	0.00000
Vibrio coralliilyticus	190893	S	36	32	68	0.00001
Vibrio fortis	212667	S	35	0	35	0.00000
Vibrio porteresiae	435912	S	34	0	34	0.00000
Vibrio ziniensis	2711221	S	29	2	31	0.00000
Vibrio crassostreae	246167	S	28	3	31	0.00000
Vibrio algicola	2662262	S	28	2	30	0.00000
Vibrio metschnikovii	28172	S	27	3	30	0.00000
Vibrio aphrogenes	1891186	S	26	1	27	0.00000
Vibrio spartinae	1918945	S	25	1	26	0.00000
Vibrio scophthalmi	45658	S	25	10	35	0.00000
Vibrio gazogenes	687	S	24	2	26	0.00000
Vibrio artabrorum	446374	S	23	0	23	0.00000
Vibrio mediterranei	689	S	22	1	23	0.00000
Vibrio panuliri	1381081	S	19	1	20	0.00000
Vibrio gallaecicus	552386	S	19	0	19	0.00000
Vibrio atlanticus	693153	S	18	9	27	0.00000
Vibrio rarus	413403	S	18	0	18	0.00000
Vibrio taketomensis	2572923	S	18	1	19	0.00000
Vibrio cidicii	1763883	S	17	14	31	0.00000
Vibrio aquimaris	2587862	S	16	0	16	0.00000
Vibrio bathopelagicus	2777577	S	15	20	35	0.00000
Vibrio echinoideorum	2100116	S	15	0	15	0.00000
Vibrio japonicus	1824638	S	14	0	14	0.00000
Vibrio tarriae	2014742	S	13	69	82	0.00001
Vibrio ostreae	2841925	S	11	0	11	0.00000
Vibrio palustris	1918946	S	11	0	11	0.00000
Vibrio lentus	136468	S	10	0	10	0.00000
Photobacterium sp. TLY01	2907534	S	136	0	136	0.00001
Photobacterium sp. DA100	3027472	S	98	0	98	0.00001
Photobacterium sp. TY1-4	2899122	S	62	0	62	0.00001
Photobacterium sp. CCB-ST2H9	2912855	S	55	0	55	0.00001
Photobacterium sp. GJ3	2829502	S	54	0	54	0.00001
Photobacterium sp. GSS17	3020715	S	17	0	17	0.00000
Photobacterium damselae	38293	S	183	162	345	0.00004
Photobacterium leiognathi	553611	S	168	0	168	0.00002
Photobacterium atrarenae	865757	S	92	0	92	0.00001
Photobacterium toruni	1935446	S	76	0	76	0.00001
Photobacterium sanguinicancri	875932	S	53	0	53	0.00001
Photobacterium gaetbulicola	1295392	S	52	50	102	0.00001
Photobacterium profundum	74109	S	37	8	45	0.00000
Photobacterium phosphoreum	659	S	27	0	27	0.00000
Photobacterium swingsii	680026	S	26	0	26	0.00000
Salinivibrio kushneri	1908198	S	87	116	203	0.00002
Thaumasiovibrio subtropicus	1891207	S	104	0	104	0.00001
Aliivibrio fischeri	668	S	38	3	41	0.00000
Aliivibrio salmonicida	40269	S	21	4	25	0.00000
Grimontia kaedaensis	2872157	S	30	0	30	0.00000
Grimontia hollisae	673	S	28	2	30	0.00000
Paraphotobacterium marinum	1755811	S	21	2	23	0.00000
Candidatus Enterovibrio luxaltus	1927128	S	13	0	13	0.00000
Haemophilus parahaemolyticus	735	S	771	49	820	0.00009
Haemophilus parainfluenzae	729	S	730	77	807	0.00009
Haemophilus influenzae	727	S	467	332	799	0.00009
Haemophilus haemolyticus	726	S	151	45	196	0.00002
Haemophilus sp. oral taxon 036	712310	S	93	34	127	0.00001
Haemophilus pittmaniae	249188	S	51	4	55	0.00001
[Haemophilus] ducreyi	730	S	27	1	28	0.00000
Pasteurella multocida	747	S	1308	496	1804	0.00020
Pasteurella canis	753	S	81	0	81	0.00001
Pasteurella dagmatis	754	S	49	40	89	0.00001
Pasteurella atlantica	2827233	S	34	0	34	0.00000
Pasteurella skyensis	97481	S	31	0	31	0.00000
Aggregatibacter actinomycetemcomitans	714	S	621	84	705	0.00008
Aggregatibacter aphrophilus	732	S	250	69	319	0.00004
Aggregatibacter sp. 2125159857	2820817	S	72	30	102	0.00001
Aggregatibacter sp. Marseille-P9115	2866570	S	70	0	70	0.00001
Aggregatibacter sp. oral taxon 513	712150	S	68	0	68	0.00001
Aggregatibacter segnis	739	S	28	12	40	0.00000
Actinobacillus sp. GY-402	2774188	S	130	19	149	0.00002
Actinobacillus equuli	718	S	91	582	673	0.00007
Actinobacillus porcitonsillarum	189834	S	88	13	101	0.00001
Actinobacillus pleuropneumoniae	715	S	74	15	89	0.00001
Actinobacillus genomosp. 1	254839	S	43	0	43	0.00000
Actinobacillus indolicus	51049	S	42	10	52	0.00001
Actinobacillus arthritidis	157339	S	37	0	37	0.00000
Actinobacillus genomosp. 2	230709	S	20	0	20	0.00000
Actinobacillus lignieresii	720	S	19	2	21	0.00000
Actinobacillus delphinicola	51161	S	16	0	16	0.00000
Actinobacillus suis	716	S	13	1	14	0.00000
Mannheimia granulomatis	85402	S	203	9	212	0.00002
Mannheimia haemolytica	75985	S	172	22	194	0.00002
Mannheimia bovis	2770636	S	94	23	117	0.00001
Mannheimia varigena	85404	S	79	12	91	0.00001
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	S	23	10	33	0.00000
Mannheimia pernigra	111844	S	12	42	54	0.00001
Rodentibacter heylii	1906744	S	263	8	271	0.00003
Rodentibacter haemolyticus	2778911	S	177	5	182	0.00002
Avibacterium paragallinarum	728	S	138	29	167	0.00002
Avibacterium sp. 21-595	2911527	S	61	0	61	0.00001
Avibacterium sp. 20-132	2911526	S	11	0	11	0.00000
Avibacterium volantium	762	S	21	5	26	0.00000
Gallibacterium anatis	750	S	180	0	180	0.00002
Gallibacterium salpingitidis	505341	S	116	0	116	0.00001
Glaesserella parasuis	738	S	240	27	267	0.00003
Glaesserella sp. 15-184	2030797	S	45	5	50	0.00001
Basfia succiniciproducens	653940	S	44	58	102	0.00001
[Mannheimia] succiniciproducens	157673	S	11	13	24	0.00000
Bisgaardia hudsonensis	109472	S	104	2	106	0.00001
Histophilus somni	731	S	83	6	89	0.00001
Frederiksenia canicola	123824	S	67	5	72	0.00001
Mergibacter septicus	221402	S	53	0	53	0.00001
Vespertiliibacter pulmonis	1443036	S	48	1	49	0.00001
Bibersteinia trehalosi	47735	S	36	400	436	0.00005
Otariodibacter oris	1032623	S	19	0	19	0.00000
Aeromonas veronii	654	S	706	310	1016	0.00011
Aeromonas hydrophila	644	S	467	660	1127	0.00012
Aeromonas salmonicida	645	S	435	139	574	0.00006
Aeromonas sp. FDAARGOS 1415	2778064	S	84	0	84	0.00001
Aeromonas sp. FDAARGOS 1417	2778066	S	55	0	55	0.00001
Aeromonas sp. FDAARGOS 1409	2778058	S	44	0	44	0.00000
Aeromonas sp. CA23	2033032	S	25	64	89	0.00001
Aeromonas sp. BC14	2970966	S	22	0	22	0.00000
Aeromonas sp. FDAARGOS 1410	2778059	S	18	0	18	0.00000
Aeromonas sp. FDAARGOS 1419	2778068	S	17	0	17	0.00000
Aeromonas sp. CU5	2033033	S	12	22	34	0.00000
Aeromonas dhakensis	196024	S	259	240	499	0.00005
Aeromonas jandaei	650	S	255	167	422	0.00005
Aeromonas media	651	S	255	169	424	0.00005
Aeromonas schubertii	652	S	190	14	204	0.00002
Aeromonas rivuli	648794	S	148	0	148	0.00002
Aeromonas enteropelogenes	29489	S	144	56	200	0.00002
Aeromonas encheleia	73010	S	117	14	131	0.00001
Aeromonas caviae	648	S	103	426	529	0.00006
Aeromonas simiae	218936	S	95	15	110	0.00001
Aeromonas allosaccharophila	656	S	66	84	150	0.00002
